seam_x,seam_y,seam_z,init_x,init_y,init_z,dest_x,dest_y,dest_z,angle_deg
1968.1685791015625,-245.4903106689453,-3168.321044921875,1954.1800537109375,-245.4903106689453,-3119.27685546875,1968.196044921875,-245.4903106689453,-3168.4169921875,179.892
2889.806640625,-817.4220581054688,-547.914794921875,2839.902099609375,-817.4220581054688,-537.3009643554688,2889.904296875,-817.4220581054688,-547.9356689453125,176.048
-2956.847412109375,-417.4220275878906,-1128.5029296875,-2906.541748046875,-417.4220275878906,-1136.894775390625,-2957.064697265625,-417.4220275878906,-1128.466796875,179.189
-4348.45458984375,-246.73263549804688,-148.15975952148438,-4297.47216796875,-246.73263549804688,-149.54592895507812,-4348.6748046875,-246.73263549804688,-148.15379333496094,178.985
3882.36865234375,-238.90582275390625,18.76251220703125,3831.439697265625,-238.90582275390625,14.595646858215332,3882.587646484375,-238.90582275390625,18.780445098876953,171.383
3896.841064453125,-242.657958984375,1332.33349609375,3845.887939453125,-242.657958984375,1326.90283203125,3896.940185546875,-242.657958984375,1332.343994140625,166.57
-2707.8837890625,271.3592529296875,-3641.95556640625,-2691.0205078125,271.3592529296875,-3593.1875,-2707.916015625,271.3592529296875,-3642.04931640625,158.91
2735.083984375,-817.4220581054688,71.18556213378906,2689.584716796875,-817.4220581054688,48.13679885864258,2735.7080078125,-817.4220581054688,71.50186157226562,178.229
-4326.5654296875,-262.7024841308594,1046.1541748046875,-4275.95361328125,-262.7024841308594,1036.6650390625,-4326.78173828125,-262.7024841308594,1046.1947021484375,160.862
-896.2520751953125,-971.2699584960938,-633.7100830078125,-863.6988525390625,-971.2699584960938,-593.0830078125,-896.314208984375,-971.2699584960938,-633.7877807617188,152.143
719.9840698242188,-162.04539489746094,-3525.5703125,716.366455078125,-162.04539489746094,-3473.91943359375,720.01611328125,-162.04539489746094,-3526.02978515625,156.069
-275.5116882324219,-17.15074348449707,-3386.3876953125,-281.4667663574219,-17.15074348449707,-3334.57470703125,-275.5002746582031,-17.15074348449707,-3386.488037109375,150.969
2043.1524658203125,-817.4220581054688,-1963.703857421875,2048.887451171875,-817.4220581054688,-1913.0223388671875,2042.9658203125,-817.4220581054688,-1965.3541259765625,178.065
-3834.215087890625,-261.25335693359375,2385.197998046875,-3792.366455078125,-261.25335693359375,2353.288818359375,-3834.294921875,-261.25335693359375,2385.258544921875,145.725
-2717.965087890625,-296.005126953125,3182.515869140625,-2701.991455078125,-296.005126953125,3132.205810546875,-2717.995361328125,-296.005126953125,3182.610595703125,144.155
1023.659912109375,-333.1913146972656,3186.650634765625,1019.032470703125,-333.1913146972656,3133.877197265625,1023.6687622070312,-333.1913146972656,3186.751220703125,142.368
2934.895263671875,-817.4220581054688,-293.00396728515625,2882.49755859375,-817.4220581054688,-301.6410217285156,2934.992919921875,-817.4220581054688,-292.98785400390625,141.218
4079.89306640625,-247.924072265625,-1389.198486328125,4027.8251953125,-247.924072265625,-1378.4149169921875,4079.99072265625,-247.924072265625,-1389.2188720703125,140.626
-3888.66552734375,220.25372314453125,-2970.634521484375,-3848.1044921875,220.25372314453125,-2936.138671875,-3888.7421875,220.25372314453125,-2970.69970703125,140.0
3209.734375,-252.45989990234375,-2815.42724609375,3177.3076171875,-252.45989990234375,-2772.767822265625,3209.794921875,-252.45989990234375,-2815.5068359375,137.255
-1298.75390625,-239.99853515625,3174.888671875,-1289.5386962890625,-239.99853515625,3123.858154296875,-1299.1346435546875,-239.99853515625,3176.997314453125,154.912
-150.2818145751953,-253.77590942382812,3705.083251953125,-149.82916259765625,-253.77590942382812,3650.681640625,-150.2826690673828,-253.77590942382812,3705.18310546875,131.392
3540.902099609375,-194.9425811767578,2899.175048828125,3498.576416015625,-194.9425811767578,2863.384521484375,3540.97900390625,-194.9425811767578,2899.240234375,125.162
