seam_x,seam_y,seam_z,init_x,init_y,init_z,dest_x,dest_y,dest_z,angle_deg
1299.6923828125,-3600.040283203125,-4288.7939453125,1255.5267333984375,-3600.040283203125,-4263.291015625,1299.778564453125,-3600.040283203125,-4288.84375,179.979
-1299.6900634765625,-3600.040283203125,-4288.79443359375,-1255.5244140625,-3600.040283203125,-4263.29150390625,-1299.77685546875,-3600.040283203125,-4288.8447265625,179.976
1098.6292724609375,-3199.7333984375,-4636.99267578125,1061.6944580078125,-3199.7333984375,-4600.05712890625,1098.697998046875,-3199.7333984375,-4637.0615234375,150.007
-402.1241455078125,-3199.733642578125,-5039.16455078125,-388.603515625,-3199.733642578125,-4988.7099609375,-402.1500244140625,-3199.733642578125,-5039.2607421875,149.997
402.12652587890625,-3600.040283203125,-2037.608642578125,388.606201171875,-3600.040283203125,-2088.0634765625,402.1523742675781,-3600.040283203125,-2037.5123291015625,149.998
-402.1242370605469,-3600.040283203125,-2037.608642578125,-388.6039123535156,-3600.040283203125,-2088.0634765625,-402.1501770019531,-3600.040283203125,-2037.511962890625,149.998
402.1265869140625,-3199.733642578125,-5039.16455078125,388.60595703125,-3199.733642578125,-4988.7099609375,402.1526794433594,-3199.733642578125,-5039.26171875,149.997
-1500.7532958984375,-3199.7333984375,-3940.59619140625,-1450.298583984375,-3199.7333984375,-3927.0751953125,-1500.85107421875,-3199.7333984375,-3940.62255859375,149.996
-1098.626953125,-3199.7333984375,-2439.769287109375,-1061.6910400390625,-3199.7333984375,-2476.7041015625,-1098.7823486328125,-3199.7333984375,-2439.61376953125,150.002
-1098.626953125,-3199.7333984375,-4636.99267578125,-1061.692138671875,-3199.7333984375,-4600.05712890625,-1098.8690185546875,-3199.7333984375,-4637.23486328125,150.007
1098.6292724609375,-3199.7333984375,-2439.769287109375,1061.693359375,-3199.7333984375,-2476.7041015625,1099.7181396484375,-3199.7333984375,-2438.680419921875,150.002
