seam_x,seam_y,seam_z,interior,floor
622.862060546875,-200.0,672.2481689453125,180.0,35.0
-1119.79833984375,-200.0,795.8428344726562,180.0,35.0
-560.3464965820312,-199.99996948242188,877.8466186523438,180.0,35.0
393.9780578613281,-200.0,1019.3411254882812,180.0,35.0
1105.451416015625,-199.99998474121094,1473.29345703125,180.0,35.0
2453.43896484375,-200.00003051757812,1752.0062255859375,180.0,35.0
1093.5804443359375,-200.0,2992.18505859375,180.0,35.0
-350.6309509277344,1.700000029813964e-05,3067.8359375,180.0,35.0
-331.8499755859375,99.99998474121094,3014.179931640625,178.365,35.004
-1329.1253662109375,-199.99998474121094,-1105.4508056640625,177.266,35.01
-1574.1544189453125,-199.99998474121094,-825.7673950195312,175.858,35.023
2314.891845703125,-200.00001525878906,-369.0832214355469,175.662,35.025
1631.9306640625,-199.99998474121094,-1158.4400634765625,172.646,35.072
2364.6259765625,-199.99990844726562,2503.088134765625,172.55,35.074
-588.017822265625,-199.99998474121094,-1615.987548828125,172.254,35.08
1747.1444091796875,-199.9999237060547,3059.748291015625,171.633,35.094
2518.24609375,-200.00003051757812,667.3505859375,170.788,35.113
2026.4970703125,-200.00001525878906,-769.9988403320312,170.281,35.126
1195.564697265625,-200.0,-1489.63720703125,169.898,35.136
97.2200698852539,-200.0,1063.4503173828125,169.16,35.157
2574.529541015625,-200.00001525878906,349.59149169921875,167.252,35.218
-346.54998779296875,100.00001525878906,2989.22998046875,164.474,35.324
-1777.4317626953125,-199.99998474121094,461.14532470703125,163.807,35.352
2512.726806640625,-200.0,1047.223876953125,163.603,35.361
-16.35328483581543,-200.0,-1793.0496826171875,163.294,35.375
1036.338134765625,-199.99993896484375,1284.146240234375,161.293,35.472
1121.1243896484375,-199.9999237060547,1751.3193359375,160.265,35.526
-50.18980407714844,-200.0,812.467041015625,159.887,35.546
602.1240234375,-200.0,-1658.275146484375,159.274,35.58
-702.5075073242188,-199.99998474121094,-344.64691162109375,158.498,35.625
1169.984375,-199.99996948242188,1612.306396484375,157.784,35.668
529.2349853515625,-200.0,887.6602783203125,157.724,35.672
1151.7891845703125,-200.00001525878906,1704.9818115234375,157.612,35.679
567.9376220703125,-200.0,319.994873046875,157.21,35.704
-1912.4742431640625,-199.99998474121094,-378.0950622558594,156.668,35.738
-1084.09619140625,-200.0,-1385.13427734375,156.177,35.77
898.84423828125,-199.99989318847656,-1641.452392578125,156.149,35.772
292.88525390625,-199.99990844726562,-1795.768310546875,155.525,35.814
-350.6308898925781,100.00001525878906,3067.8359375,155.098,35.843
689.635498046875,-200.00001525878906,22.393030166625977,154.018,35.919
360.19830322265625,-199.99998474121094,527.5084838867188,154.022,35.919
-504.63720703125,-200.0,-653.2493286132812,153.38,35.966
1086.237548828125,-199.99998474121094,773.9104614257812,153.098,35.987
2394.925048828125,-200.00003051757812,1427.097412109375,152.562,36.028
-663.5400390625,100.0,2450.889892578125,151.347,36.123
2559.526611328125,-200.00003051757812,31.832632064819336,151.312,36.126
2511.952880859375,-200.00003051757812,2076.914794921875,150.721,36.174
-1468.90380859375,-199.99998474121094,737.1841430664062,147.719,36.436
1060.6107177734375,-199.99998474121094,1141.336669921875,147.549,36.452
1012.044677734375,-199.99996948242188,1025.828125,146.441,36.556
1151.7890625,-200.0,1519.6309814453125,146.108,36.589
-22.595232009887695,-200.0,965.3549194335938,145.902,36.609
-397.7472839355469,-200.00001525878906,662.1231689453125,144.19,36.781
1059.1136474609375,-199.99996948242188,1426.9559326171875,144.061,36.795
-744.2900390625,100.0,2498.440185546875,142.62,36.948
-412.6100158691406,100.00001525878906,3061.72998046875,142.628,36.948
1342.3358154296875,-200.00001525878906,3127.484619140625,141.959,37.021
-723.8021240234375,-200.0,359.1851806640625,140.308,37.21
930.8468627929688,-199.99998474121094,429.0736083984375,135.24,37.851
1059.1141357421875,-199.99990844726562,1797.656982421875,134.584,37.941
2151.952880859375,-200.00003051757812,2929.26171875,134.387,37.968
-2022.0001220703125,-199.99998474121094,69.57704162597656,134.264,37.986
716.4890747070312,-200.0,456.8360290527344,120.871,40.239
-23.555526733398438,-200.0,659.5792236328125,118.873,40.647
-330.2024841308594,-2.099999983329326e-05,2780.197265625,115.568,41.369
1145.2049560546875,-200.0,592.8460083007812,109.341,42.9
258.7210693359375,-200.0,1151.0220947265625,107.299,43.456
844.8250122070312,-200.0,2856.885498046875,100.613,45.486
-805.6912841796875,0.0,2494.382080078125,98.287,46.275
-315.0649108886719,99.99998474121094,3044.632568359375,94.249,47.76
-6.884578227996826,47.836273193359375,1627.5458984375,90.0,49.497
-6.884578227996826,47.836273193359375,1675.468017578125,90.0,49.497
63.06901931762695,47.836273193359375,1675.468017578125,90.0,49.497
-307.82861328125,49.74651336669922,1627.5458984375,90.0,49.497
-307.82861328125,49.74651336669922,1675.468017578125,90.0,49.497
-371.6098327636719,49.74651336669922,1675.468017578125,90.0,49.497
-6.884578227996826,-2.6363370418548584,1233.3818359375,90.0,49.497
63.06901931762695,-2.6363370418548584,1233.3818359375,90.0,49.497
-6.884578227996826,-2.6363370418548584,1281.3038330078125,90.0,49.497
-299.9606018066406,-0.46620801091194153,1233.3818359375,90.0,49.497
-299.9606018066406,-0.46620801091194153,1281.3038330078125,90.0,49.497
905.54833984375,-200.0,954.9749755859375,78.696,55.203
-350.0,-200.0,901.1918334960938,72.372,59.281
