seam_x,seam_y,seam_z,interior,floor
225.00045776367188,801.3861083984375,-7050.0,180.0,35.0
-249.9995574951172,800.0,-7000.0,180.0,35.0
250.0003204345703,800.0001831054688,-7000.0,180.0,35.0
-149.9999542236328,4.999999873689376e-06,549.9999389648438,180.0,35.0
-149.9999542236328,6.000000212225132e-06,600.0,180.0,35.0
150.0,-4.999999873689376e-06,550.0,180.0,35.0
150.00001525878906,0.0,600.0,180.0,35.0
-224.9993896484375,801.3861083984375,-6949.99951171875,179.056,35.001
225.0006103515625,801.3861083984375,-6949.99951171875,179.369,35.001
-1158.6663818359375,-600.0000610351562,-3030.56982421875,174.266,35.044
-1023.8319702148438,800.0,-5479.40625,170.534,35.12
1143.70947265625,-600.0,-1785.9459228515625,166.653,35.239
1086.1707763671875,800.0006103515625,-5853.27587890625,166.039,35.261
-1172.7557373046875,-600.0001831054688,-1848.1676025390625,165.321,35.289
-366.6667175292969,-599.9999389648438,-1058.647216796875,163.862,35.35
1069.7945556640625,-600.0,-2313.017822265625,157.035,35.715
-1100.0001220703125,-600.0,-999.9999389648438,155.919,35.787
-1063.2357177734375,-8.199999865610152e-05,353.5428771972656,153.738,35.94
1161.50341796875,-600.0,-2655.701904296875,150.174,36.22
660.0000610351562,-599.9999389648438,-5501.71875,150.008,36.234
1196.7596435546875,-600.0,-3559.827392578125,144.845,36.714
1086.1707763671875,800.0006103515625,-6558.9521484375,123.655,39.704
-249.9995574951172,800.0001831054688,-7500.0,90.0,49.497
250.0003204345703,800.000244140625,-7500.0,90.0,49.497
-149.9999542236328,4.999999873689376e-06,499.9999694824219,90.0,49.497
-149.99993896484375,0.0,1000.0,90.0,49.497
150.0,0.0,499.9999694824219,90.0,49.497
150.0,-3.999999989900971e-06,1000.0,90.0,49.497
