seam_x,seam_y,seam_z,interior,floor
-1306.4183349609375,-3.7999998312443495e-05,1023.5755004882812,180.0,35.0
-1326.7496337890625,-3.7999998312443495e-05,1043.9066162109375,180.0,35.0
-1023.57568359375,-3.7999998312443495e-05,1306.418212890625,180.0,35.0
-1043.9068603515625,-3.7999998312443495e-05,1326.7493896484375,180.0,35.0
-1326.7496337890625,-3.7999998312443495e-05,-1043.9066162109375,180.0,35.0
-1306.4183349609375,-3.7999998312443495e-05,-1023.5755004882812,180.0,35.0
-1043.9068603515625,-3.7999998312443495e-05,-1326.7493896484375,180.0,35.0
-1023.57568359375,-3.7999998312443495e-05,-1306.418212890625,180.0,35.0
1306.4183349609375,-3.7999998312443495e-05,-1023.5755004882812,180.0,35.0
1326.7493896484375,-3.7999998312443495e-05,-1043.90673828125,180.0,35.0
1023.57568359375,-3.7999998312443495e-05,-1306.4183349609375,180.0,35.0
1043.90673828125,-3.7999998312443495e-05,-1326.7493896484375,180.0,35.0
1326.7493896484375,-3.7999998312443495e-05,1043.90673828125,180.0,35.0
1306.4183349609375,-3.7999998312443495e-05,1023.5755004882812,180.0,35.0
1043.90673828125,-3.7999998312443495e-05,1326.7493896484375,180.0,35.0
1023.57568359375,-3.7999998312443495e-05,1306.4183349609375,180.0,35.0
-1682.656005859375,0.0,-200.00033569335938,180.0,35.0
1676.308349609375,-9.699999645818025e-05,-200.00099182128906,180.0,35.0
-1682.656005859375,0.0,199.99966430664062,180.0,35.0
1676.308349609375,-9.699999645818025e-05,199.99900817871094,180.0,35.0
-1617.656005859375,1.9999999949504854e-06,-255.18495178222656,180.0,35.0
-1652.656005859375,3.000000106112566e-06,-172.36331176757812,180.0,35.0
-1617.656005859375,1.9999999949504854e-06,-148.00038146972656,180.0,35.0
1611.308349609375,-9.500000305706635e-05,-255.18560791015625,180.0,35.0
1646.308349609375,-9.40000027185306e-05,-172.3639678955078,180.0,35.0
1611.308349609375,-9.500000305706635e-05,-148.00103759765625,180.0,35.0
-1652.656005859375,3.000000106112566e-06,172.36329650878906,180.0,35.0
-1617.656005859375,1.9999999949504854e-06,148.00038146972656,180.0,35.0
-1617.656005859375,1.9999999949504854e-06,255.1849365234375,180.0,35.0
1611.308349609375,-9.500000305706635e-05,147.9997100830078,180.0,35.0
1646.3084716796875,-9.40000027185306e-05,172.36265563964844,180.0,35.0
1611.3084716796875,-9.500000305706635e-05,255.1842803955078,180.0,35.0
-1572.6702880859375,9.999999974752427e-07,-233.74806213378906,170.384,35.124
-1572.670166015625,9.999999974752427e-07,233.74803161621094,170.383,35.124
-1352.2257080078125,-0.05475800111889839,-903.5288696289062,168.75,35.169
903.52734375,-0.05491099879145622,-1352.2239990234375,168.75,35.169
-1149.9718017578125,299.94439697265625,-1149.972412109375,168.75,35.169
1626.30810546875,299.9449768066406,-0.00035099999513477087,168.75,35.169
-1502.511962890625,-0.054774001240730286,622.3604736328125,168.75,35.169
-0.0002300000051036477,-0.05477000027894974,1626.30712890625,168.75,35.169
1352.22607421875,-0.054763998836278915,903.5284423828125,168.75,35.169
-1149.972412109375,299.9449157714844,1149.9718017578125,168.75,35.169
1149.972412109375,299.9452209472656,1149.9725341796875,168.75,35.169
-1566.7811279296875,9.999999974752427e-07,-212.31112670898438,164.639,35.317
-1582.656005859375,9.999999974752427e-07,-255.18495178222656,114.977,41.504
1576.308349609375,-9.600000339560211e-05,-255.18560791015625,114.977,41.504
-1582.656005859375,9.999999974752427e-07,255.1849365234375,114.977,41.504
1576.3084716796875,-9.600000339560211e-05,255.1842803955078,114.978,41.504
-1275.8385009765625,-9.000000318337698e-06,-953.3973388671875,90.0,49.497
-953.397705078125,-9.100000170292333e-05,-1275.837890625,90.0,49.497
1275.838623046875,-7.999999979801942e-06,-953.3973388671875,90.0,49.497
1275.838623046875,-7.999999979801942e-06,953.3973388671875,90.0,49.497
-1652.656005859375,3.999999989900971e-06,-148.00038146972656,90.0,49.497
1646.308349609375,-9.300000237999484e-05,-148.0010223388672,90.0,49.497
-1652.656005859375,3.999999989900971e-06,148.0003662109375,90.0,49.497
1646.308349609375,-9.300000237999484e-05,147.9997100830078,90.0,49.497
-1275.838623046875,-9.000000318337698e-06,953.3973388671875,90.0,49.498
-1009.9661865234375,-6.70000008540228e-05,1219.269287109375,90.0,49.498
-953.397705078125,-5.700000110664405e-05,1275.8380126953125,90.0,49.498
-1009.9661865234375,-9.999999747378752e-05,-1219.269287109375,90.0,49.498
1009.9661254882812,-6.600000051548705e-05,-1219.2694091796875,90.0,49.498
953.397705078125,-5.6000000768108293e-05,-1275.8380126953125,90.0,49.498
1009.9661254882812,-6.600000051548705e-05,1219.2694091796875,90.0,49.498
1059.463623046875,-5.0999999075429514e-05,1268.7669677734375,90.0,49.498
953.397705078125,-5.6000000768108293e-05,1275.8380126953125,90.0,49.498
