seam_x,seam_y,seam_z,init_x,init_y,init_z,dest_x,dest_y,dest_z,angle_deg
10339.845703125,-1142.4521484375,-17263.30859375,10369.4638671875,-1142.4521484375,-17299.802734375,10339.783203125,-1142.4521484375,-17263.23046875,179.991
9587.318359375,-1297.220458984375,-16336.0732421875,9619.45703125,-1297.220458984375,-16375.6728515625,9587.2587890625,-1297.220458984375,-16335.9990234375,179.972
16017.359375,-2060.5771484375,-24194.259765625,15977.705078125,-2060.5771484375,-24226.330078125,16017.4365234375,-2060.5771484375,-24194.201171875,179.985
-1428.9334716796875,-3055.28955078125,-15534.2734375,-1428.9334716796875,-3055.28955078125,-15585.2734375,-1428.93359375,-3055.28955078125,-15534.1748046875,180.0
538.0961303710938,-1214.65380859375,-15688.0283203125,585.04150390625,-1214.65380859375,-15707.9560546875,538.0040893554688,-1214.65380859375,-15687.9892578125,180.0
-847.7927856445312,314.0463562011719,-1300.0,-898.7927856445312,314.0463562011719,-1300.0,-847.69287109375,314.0463562011719,-1300.0001220703125,180.0
983.4124755859375,314.0463562011719,-1300.0,932.4124755859375,314.0463562011719,-1300.0,983.5123901367188,314.0463562011719,-1300.0001220703125,180.0
-531.836181640625,-1219.652099609375,-15688.0283203125,-579.527587890625,-1219.652099609375,-15706.0986328125,-531.74267578125,-1219.652099609375,-15687.9931640625,179.965
667.039794921875,-1216.179443359375,-14038.7216796875,619.8895874023438,-1216.179443359375,-14019.283203125,667.1322631835938,-1216.179443359375,-14038.759765625,180.0
-983.4124755859375,314.0463562011719,-1300.0,-932.4124755859375,314.0463562011719,-1300.0,-983.5125122070312,314.0463562011719,-1300.0001220703125,180.0
847.7927856445312,314.0463562011719,-1300.0,898.7927856445312,314.0463562011719,-1300.0,847.6927490234375,314.0463562011719,-1300.0001220703125,180.0
665.0689086914062,-1214.6766357421875,-15688.0283203125,618.146728515625,-1214.6766357421875,-15708.0107421875,665.1608276367188,-1214.6766357421875,-15687.98828125,180.0
-538.3907470703125,-1214.6778564453125,-14038.7216796875,-585.3397827148438,-1214.6778564453125,-14018.8017578125,-538.2987060546875,-1214.6778564453125,-14038.7607421875,180.0
536.12451171875,-1216.15576171875,-14038.7216796875,583.2982788085938,-1216.15576171875,-14019.33984375,536.0320434570312,-1216.15576171875,-14038.759765625,179.983
-671.9815063476562,-1219.6766357421875,-15688.0283203125,-624.314208984375,-1219.6766357421875,-15706.162109375,-672.0750122070312,-1219.6766357421875,-15687.9921875,180.0
-665.4273071289062,-1214.70068359375,-14038.7216796875,-618.5014038085938,-1214.70068359375,-14018.748046875,-665.5194091796875,-1214.70068359375,-14038.76171875,179.981
1269.55908203125,-3127.582763671875,-15314.427734375,1253.799072265625,-3127.582763671875,-15362.931640625,1269.58984375,-3127.582763671875,-15314.33203125,180.0
1269.55908203125,-3308.87451171875,-14416.6064453125,1253.7989501953125,-3308.87451171875,-14368.1025390625,1269.58984375,-3308.87451171875,-14416.7021484375,180.0
-1269.5592041015625,-3105.3154296875,-15314.427734375,-1253.7994384765625,-3105.3154296875,-15362.931640625,-1269.5902099609375,-3105.3154296875,-15314.33203125,180.0
-1428.9329833984375,-3265.556396484375,-14192.4765625,-1428.9307861328125,-3265.556396484375,-14141.4765625,-1428.93310546875,-3265.556396484375,-14192.5771484375,180.0
1428.60595703125,-3322.824462890625,-14192.4765625,1428.6043701171875,-3322.824462890625,-14141.4765625,1428.6060791015625,-3322.824462890625,-14192.5771484375,180.0
-1269.55908203125,-3264.178466796875,-14416.6064453125,-1253.799072265625,-3264.178466796875,-14368.1025390625,-1269.590087890625,-3264.178466796875,-14416.7021484375,180.0
11163.1826171875,-1820.0408935546875,-19375.1484375,11123.5830078125,-1820.0408935546875,-19407.287109375,11163.259765625,-1820.0408935546875,-19375.083984375,180.0
