seam_x,seam_y,seam_z,interior,floor
4249.99462890625,-100.0,-3600.00537109375,180.0,35.0
4249.99560546875,-100.0,-3300.00537109375,180.0,35.0
5680.72607421875,-700.0,-3661.014404296875,169.356,35.152
5777.09228515625,-700.0,-2765.53857421875,152.507,36.032
4691.248046875,-700.0,-3053.08544921875,149.245,36.3
7566.86474609375,-100.0,-3006.45654296875,145.202,36.678
4499.99462890625,-700.0,-4200.005859375,139.635,37.29
4299.9951171875,-700.0,-3600.00537109375,90.001,49.497
4299.99560546875,-700.0,-3300.005615234375,90.0,49.498
4299.99609375,-700.0,-3000.005126953125,71.161,60.153
4299.9951171875,-700.0,-3900.005126953125,65.242,64.926
