seam_x,seam_y,seam_z,interior,floor
6054.89208984375,-2180.0,2250.0,180.0,35.0
6123.53076171875,-2180.0,2250.0,180.0,35.0
5986.13525390625,-2180.0,2757.897705078125,180.0,35.0
7362.03564453125,-2180.0,2250.0,180.0,35.0
7430.41748046875,-2180.0,2250.0,180.0,35.0
7495.13525390625,-2180.0,2761.63525390625,180.0,35.0
5986.1357421875,-2180.0,3201.498046875,180.0,35.0
5986.13525390625,-2180.0,4300.279296875,180.0,35.0
6194.986328125,-2180.0,4504.4306640625,180.0,35.0
7495.13623046875,-2180.0,3216.307373046875,180.0,35.0
7286.8701171875,-2180.0,4504.4306640625,180.0,35.0
7495.13525390625,-2180.0,4298.63134765625,180.0,35.0
6878.8740234375,-1620.1826171875,1460.7413330078125,180.0,35.0
6039.55810546875,-2620.050048828125,1495.6893310546875,180.0,35.0
6021.6064453125,-2620.050048828125,1513.640869140625,180.0,35.0
6021.6064453125,-2620.050048828125,2916.87255859375,180.0,35.0
6039.65234375,-2620.050048828125,2935.101318359375,180.0,35.0
7443.22900390625,-2620.050048828125,1495.6893310546875,180.0,35.0
7461.2744140625,-2620.050048828125,1513.9178466796875,180.0,35.0
7461.2744140625,-2620.050048828125,2917.149658203125,180.0,35.0
7443.32275390625,-2620.050048828125,2935.10107421875,180.0,35.0
6021.6064453125,-2620.050048828125,3048.708984375,180.0,35.0
6039.55810546875,-2620.050048828125,3030.75732421875,180.0,35.0
6039.5576171875,-2620.050048828125,4472.890625,180.0,35.0
6021.6064453125,-2620.050048828125,4454.93896484375,180.0,35.0
7443.22900390625,-2620.050048828125,3030.75732421875,180.0,35.0
7461.2744140625,-2620.050048828125,3048.985595703125,180.0,35.0
7443.22900390625,-2620.050048828125,4472.890625,180.0,35.0
7461.2744140625,-2620.050048828125,4454.66259765625,180.0,35.0
6592.89599609375,-1620.1826171875,1437.6357421875,90.719,49.19
6054.9404296875,-2180.0,3101.020263671875,90.717,49.191
6088.826171875,-2180.0,3100.620361328125,90.703,49.197
6163.12255859375,-2180.0,4442.17138671875,90.471,49.295
7396.1474609375,-2180.0,3096.76806640625,90.443,49.307
7395.966796875,-2180.0,3066.5556640625,90.397,49.327
7430.3740234375,-2180.0,4334.41552734375,90.392,49.329
7430.37353515625,-2180.0,2798.892333984375,90.391,49.33
6163.46044921875,-2180.0,4504.4306640625,90.311,49.364
6089.2529296875,-2180.0,4441.96484375,90.278,49.378
6089.25244140625,-2180.0,2906.44189453125,90.276,49.379
7429.86376953125,-2180.0,4408.1376953125,90.221,49.402
7429.86474609375,-2180.0,2872.6142578125,90.219,49.403
7321.9423828125,-2180.0,4504.4306640625,90.204,49.41
6088.841796875,-2180.0,3066.664794921875,90.162,49.428
6163.15966796875,-2180.0,2906.648193359375,90.16,49.429
6163.15966796875,-2180.0,3066.489501953125,90.135,49.439
7322.16455078125,-2180.0,4441.9990234375,90.094,49.457
7319.16748046875,-2180.0,3066.483154296875,90.054,49.474
6054.8876953125,-2180.0,3174.428466796875,90.045,49.478
7430.52734375,-2180.0,3096.828125,90.032,49.484
5986.1357421875,-2180.0,4334.28857421875,90.005,49.495
5986.13525390625,-2180.0,2798.765625,90.004,49.496
