seam_x,seam_y,seam_z,interior,floor
-7200.0,900.0,-599.9999389648438,180.0,35.0
-7200.0,900.0,-299.9999694824219,180.0,35.0
-7200.0,900.0,3.7999998312443495e-05,180.0,35.0
2100.0,600.0,-300.0001220703125,180.0,35.0
4500.0,1200.0001220703125,-300.000244140625,180.0,35.0
7500.0,1200.000244140625,-0.00019099999917671084,180.0,35.0
7500.0,1200.000244140625,-300.00018310546875,180.0,35.0
2100.0,600.0,299.9992370605469,180.0,35.0
7500.0,1200.000244140625,299.9998474121094,180.0,35.0
4500.0,1200.0001220703125,299.9998474121094,180.0,35.0
-4200.0,900.0,-599.9999389648438,172.875,35.068
-4200.0,900.0,7.599999662488699e-05,172.875,35.068
2400.0,750.0,600.0001831054688,161.565,35.458
-5400.0,900.0,-1500.0,135.0,37.884
-6600.0,900.0,-1500.0,135.0,37.884
1200.0,0.0,-299.99993896484375,135.0,37.884
-2100.0,600.0,900.0,135.0,37.884
1200.0,0.0,300.0001525878906,135.0,37.884
5700.0,1200.000244140625,1199.999755859375,135.0,37.884
1500.0,0.0,600.0,116.565,41.145
-4800.0,900.0,-599.9999389648438,90.0,49.497
-2400.0,600.0,-299.9999694824219,90.0,49.497
2100.0,600.0001831054688,-600.0001220703125,90.0,49.497
3300.0,900.0,-300.0001220703125,90.0,49.497
3900.0,1050.0,-299.9999694824219,90.0,49.497
5100.0,1200.000244140625,-300.00018310546875,90.0,49.497
-2400.0,600.0,300.0,90.0,49.497
-4800.0,900.0,3.7999998312443495e-05,90.0,49.497
3300.0,900.0,299.9998474121094,90.0,49.497
3900.0,1050.0,300.00006103515625,90.0,49.497
2100.0,600.0,600.0003051757812,90.0,49.497
5100.0,1200.000244140625,299.99969482421875,90.0,49.497
