seam_x,seam_y,seam_z,init_x,init_y,init_z,dest_x,dest_y,dest_z,angle_deg
-510.6515808105469,2.6900579541688785e-07,43.64497756958008,-559.70263671875,2.6900579541688785e-07,43.48424530029297,-510.55157470703125,2.6900579541688785e-07,43.64530944824219,141.691
-408.56915283203125,80.1277847290039,-0.5554819703102112,-400.92864990234375,80.1277847290039,-50.97990798950195,-408.58416748046875,80.1277847290039,-0.4566105902194977,180.0
437.248046875,80.12776184082031,37.72163391113281,436.35797119140625,80.12776184082031,-13.270598411560059,437.24981689453125,80.12776184082031,37.82161331176758,180.0
-414.9327697753906,0.0,47.035316467285156,-365.7624816894531,0.0,62.3815803527832,-415.0282897949219,0.0,47.00550842285156,160.566
-191.05198669433594,104.2745590209961,-399.7572937011719,-203.88479614257812,104.2745590209961,-349.8438415527344,-191.02706909179688,104.2745590209961,-399.85418701171875,160.059
-425.75640869140625,2.6452994461578783e-08,68.23160552978516,-385.7823486328125,2.6452994461578783e-08,101.25640869140625,-425.8335266113281,2.6452994461578783e-08,68.16790771484375,154.977
-452.0268249511719,2.2628580609307392e-07,88.7021484375,-437.0274963378906,2.2628580609307392e-07,140.232421875,-452.0548400878906,2.2628580609307392e-07,88.6060791015625,136.605
-83.34693145751953,483.769775390625,-256.53973388671875,-136.8362274169922,483.769775390625,-257.47332763671875,-82.52703857421875,483.769775390625,-256.5254211425781,90.0
-496.6338806152344,4.1199609768227674e-07,84.43185424804688,-532.3130493164062,4.1199609768227674e-07,129.68948364257812,-496.5719909667969,4.1199609768227674e-07,84.35335540771484,114.435
77.56849670410156,483.769775390625,-256.53973388671875,139.05667114257812,483.769775390625,-257.6129455566406,76.14871215820312,483.769775390625,-256.51495361328125,90.0
-72.07339477539062,483.769775390625,-256.53973388671875,-6.57585334777832,483.769775390625,-256.5396423339844,-72.17347717285156,483.769775390625,-256.53973388671875,90.0
66.29495239257812,483.769775390625,-256.53973388671875,0.7974798083305359,483.769775390625,-256.5396423339844,67.71488189697266,483.769775390625,-256.53973388671875,90.0
-269.0320739746094,129.68978881835938,-435.11260986328125,-369.7922058105469,129.68978881835938,-435.11260986328125,-268.931884765625,129.68978881835938,-435.11260986328125,48.778
263.4493103027344,117.47442626953125,-435.11260986328125,355.4982604980469,117.47442626953125,-394.1297607421875,263.2484130859375,117.47442626953125,-435.2020568847656,48.778
