seam_x,seam_y,seam_z,interior,floor
271.09381103515625,52.64152526855469,1788.42041015625,180.0,35.0
-158.22470092773438,-56.869178771972656,2465.020263671875,180.0,35.0
-158.22470092773438,-56.869178771972656,2544.091796875,180.0,35.0
-399.724853515625,4.452569007873535,2225.2978515625,180.0,35.0
118.33763122558594,-100.0,2698.680419921875,180.0,35.0
373.438720703125,-25.942354202270508,2627.33056640625,180.0,35.0
165.7486572265625,-100.0,1771.2923583984375,180.0,35.0
-425.0,-100.0,350.6641540527344,180.0,35.0
425.0,-100.00000762939453,350.6641540527344,180.0,35.0
-425.0,-100.00001525878906,1638.42041015625,180.0,35.0
425.0,-100.0000228881836,1638.42041015625,180.0,35.0
150.0223388671875,-1000.0,-2922.75390625,179.886,35.0
125.20661926269531,-1000.0,-2900.0,180.0,35.0
75.0,-550.0,0.0,180.0,35.0
-301.2873840332031,-549.9999389648438,-3666.069091796875,180.0,35.0
-272.964599609375,-549.9999389648438,-4050.0,180.0,35.0
-301.2873840332031,-549.9999389648438,-4000.0,180.0,35.0
300.435302734375,-549.9999389648438,-3666.069091796875,180.0,35.0
274.2317810058594,-549.9999389648438,-4050.0,180.0,35.0
300.435302734375,-549.9999389648438,-4000.0,180.0,35.0
-301.2873840332031,-549.9999389648438,-3611.311279296875,180.0,35.0
-301.2873840332031,-549.9999389648438,-3300.0,180.0,35.0
-272.964599609375,-549.9999389648438,-3250.0,180.0,35.0
300.435302734375,-549.9999389648438,-3300.0,180.0,35.0
274.2317810058594,-549.9999389648438,-3250.0,180.0,35.0
-425.0,-550.0,104.4854965209961,180.0,35.0
-450.0,-550.0,150.0,180.0,35.0
450.0,-550.0,150.0,180.0,35.0
425.0,-550.0,104.4854965209961,180.0,35.0
-398.6576843261719,-100.0,2222.836181640625,180.0,35.0
-370.14752197265625,-99.99996948242188,1788.42041015625,180.0,35.0
-407.3518981933594,-99.99996948242188,1838.42041015625,180.0,35.0
373.438720703125,-100.0,2222.836181640625,180.0,35.0
348.6410827636719,-99.99996948242188,1788.42041015625,180.0,35.0
373.438720703125,-99.99996948242188,1838.42041015625,180.0,35.0
-367.2018737792969,-100.0,2698.680419921875,180.0,35.0
-398.65765380859375,-100.0,2648.680419921875,180.0,35.0
-398.6576843261719,-99.99996948242188,2277.710205078125,180.0,35.0
348.6119384765625,-100.0,2698.680419921875,180.0,35.0
373.438720703125,-100.0,2648.680419921875,180.0,35.0
373.4387512207031,-99.99996948242188,2140.03857421875,180.0,35.0
-363.46112060546875,-99.99996948242188,2225.297607421875,180.0,35.0
-399.7248229980469,-99.99996948242188,2225.297607421875,180.0,35.0
373.438720703125,-100.0,2278.661865234375,180.0,35.0
-425.0,-100.0,300.0,180.0,35.0
-450.0,-100.0,350.0,180.0,35.0
-450.0,-99.99996185302734,674.3539428710938,180.0,35.0
-450.0,-99.99996185302734,624.3539428710938,180.0,35.0
-450.0,-99.99996185302734,972.5286254882812,180.0,35.0
