seam_x,seam_y,seam_z,interior,floor
367.7799072265625,-199.99996948242188,3550.52099609375,180.0,35.0
1000.0,-99.99996185302734,3600.0,180.0,35.0
-594.9508666992188,1350.8642578125,2844.322265625,180.0,35.0
-235.6423797607422,1350.8642578125,2844.322265625,180.0,35.0
-4277.228515625,-197.7441864013672,4578.93359375,178.168,35.004
1350.0,1800.0,3100.0,172.286,35.079
367.7799072265625,-199.9999237060547,3732.615966796875,170.434,35.122
-1250.0,-200.0,3950.0,169.391,35.151
514.7807006835938,-200.0,2750.0,166.193,35.256
-3792.22216796875,-200.0000762939453,4031.805419921875,165.844,35.269
367.7799072265625,-199.99998474121094,3368.42578125,164.849,35.308
-3577.89208984375,-200.00006103515625,3676.2109375,163.706,35.357
-1038.83984375,1350.8643798828125,3261.597900390625,163.349,35.373
-3264.318603515625,-200.00006103515625,3548.502197265625,162.747,35.4
-4896.384765625,-196.2000274658203,3296.2080078125,160.351,35.521
-115.35828399658203,-125.00000762939453,1800.0,159.278,35.58
-554.7849731445312,-49.9999885559082,1400.0,156.333,35.76
-400.0,3.000000106112566e-06,1000.0,155.783,35.796
-276.5294189453125,-300.0,5575.0,153.748,35.939
272.4749755859375,1350.8642578125,4245.37841796875,152.131,36.061
-400.0,-200.0,2600.0,150.823,36.166
-1028.3465576171875,1350.8642578125,3685.369873046875,149.543,36.274
-912.2861938476562,1350.8642578125,4058.73681640625,149.409,36.285
-4869.2041015625,-197.74420166015625,4653.60107421875,147.271,36.478
-250.60250854492188,-300.0,5900.00048828125,147.191,36.485
-700.0,-199.99998474121094,4500.0,146.268,36.573
1000.0,-100.0,3150.0,146.217,36.578
500.0000305175781,-200.0,4300.00048828125,98.718,46.125
-1028.489013671875,1456.2301025390625,3615.5068359375,90.0,49.497
-114.65996551513672,1018.9786376953125,2738.311767578125,90.0,49.497
-590.64794921875,1309.7384033203125,2797.557861328125,90.0,49.498
629.5615234375,-200.0,2800.0,78.924,55.069
