seam_x,seam_y,seam_z,interior,floor
3736.28271484375,-2000.0,-306.9300842285156,180.0,35.0
3478.60205078125,459.5247497558594,-665.72900390625,140.379,37.202
3478.60205078125,459.5247497558594,665.72900390625,140.379,37.202
2265.199951171875,0.0,-1045.811767578125,134.975,37.887
2491.122802734375,-2000.0,494.3467712402344,134.979,37.887
2489.1064453125,-2000.0,-505.2284240722656,134.957,37.89
2263.123779296875,0.0,1047.240234375,134.222,37.991
1845.567626953125,1000.0731201171875,-16.404470443725586,90.0,49.497
1813.5516357421875,1000.0731201171875,-16.404470443725586,90.0,49.497
1813.5516357421875,1000.0731201171875,15.61141300201416,90.0,49.497
1845.567626953125,1000.0731201171875,15.61141300201416,90.0,49.497
1694.3846435546875,0.0,-241.67495727539062,90.0,49.497
1694.3846435546875,0.0,239.53109741210938,90.0,49.497
3736.28271484375,-2000.0,300.8262634277344,90.0,49.497
4098.45947265625,-2000.0,-306.9300842285156,90.0,49.497
4098.45947265625,-2000.0,300.8262939453125,90.0,49.497
1694.3846435546875,0.0,141.4854278564453,89.715,49.621
