seam_x,seam_y,seam_z,interior,floor
3716.797119140625,1050.0,-9.374526023864746,180.0,35.0
2197.729736328125,-300.0,-1600.0,180.0,35.0
1753.227294921875,-300.0,640.3599853515625,180.0,35.0
1400.0,-300.0,-650.2807006835938,175.853,35.023
1000.0,-300.0,1800.0,172.5,35.075
435.19268798828125,-300.0,-1925.571044921875,168.75,35.169
4843.0849609375,600.0,-964.7183837890625,168.75,35.169
5132.24560546875,600.0,-11.484374046325684,168.75,35.169
5001.6396484375,600.0,-668.0833740234375,168.75,35.169
435.1924133300781,-300.0,1925.57177734375,168.75,35.169
4629.7060546875,600.0,1201.75244140625,168.75,35.169
2759.870361328125,400.0,1573.6851806640625,166.697,35.237
1044.29638671875,-300.0,1463.53515625,165.0,35.302
1725.111572265625,-300.0,-1570.3148193359375,140.105,37.234
1775.111572265625,-300.0,-1483.712158203125,138.686,37.405
1457.2315673828125,-300.0,-1480.103515625,137.731,37.524
3622.84716796875,1296.95703125,-2072.24072265625,136.265,37.714
1952.1771240234375,-300.0,-1384.750244140625,135.769,37.78
